147,460,-
-201,-465,/
312,29,*
-173,-42,+
-321,-324,*
224,180,*
-70,-456,+
375,288,/
-494,10,^
16,10,**
-337,-413,/
313,3,**
224,-472,*
148,-289,/
-369,-87,+
-206,118,/
362,355,/
222,210,-
-468,1,/
-456,-274,*
415,-287,/
-409,8,^
102,-357,*
-179,-265,/
133,-218,/
54,7,**
-486,11,**
38,-35,+
453,4,**
-65,256,*
-143,5,^
-39,-414,*
146,4,**
303,50,*
399,-219,-
-206,8,/
-184,-259,/
-74,-189,-
18,8,**
-483,-244,-
-346,42,**
-171,-187,/
267,-31,+
-466,13,**
37,-174,/
-291,182,/
-384,10,^
-325,8,**
126,-136,+
-343,8,^
105,7,**
-326,26,^
389,-326,/
-410,-494,/
65,70,**
10,6,**
-121,97,**
-172,8,^
440,410,*
-409,108,/
-491,-210,-
-50,4,**
132,-146,/
-186,-373,-
-362,228,/
-467,5,**
-151,11,**
3,-342,-
-6,123,/
487,-462,-
375,-107,-
466,448,*
-299,14,**
405,9,^
-7,-349,*
-270,212,-
106,440,-
-298,-449,*
-48,7,^
-281,193,+
416,-22,-
227,15,^
403,441,*
-30,-117,+
-377,346,*
-71,5,**
-333,-72,-
-282,-440,*
251,6,**
-149,12,**
390,405,-
178,-108,/
-359,-447,+
188,50,**
54,-8,*
-285,-118,-
-114,9,**
-159,420,-
-448,186,+
-46,252,*
17,331,/
114,119,+
138,80,+
8,-445,/
-176,-359,/
457,8,^
-171,-176,/
208,146,*
191,10,**
464,-219,-
-419,11,**
-383,-43,+
205,364,*
-333,-146,*
257,-260,-
134,8,^
-197,-10,*
319,391,-
221,304,/
-123,-345,*
469,-138,/
463,-303,+
-247,-34,-
-198,-320,*
248,6,*
195,-27,/
219,297,*
-333,-143,-
-205,-423,+
264,203,-
-232,7,**
-380,-92,/
-426,424,-
-381,422,-
278,-229,*
-233,-451,*
470,-426,*
-376,44,*
-361,89,*
217,-409,*
291,-481,*
430,497,-
-378,278,*
454,5,**
-316,12,^
-311,-182,*
-311,16,**
81,13,^
278,305,-
-13,498,*
-345,496,/
-183,15,^
231,-271,*
196,-437,*
-190,81,*
199,9,**
420,4,**
101,353,*
79,137,/
127,6,**
88,-492,/
-312,-127,*
-83,68,*
45,7,**
369,316,-
-284,225,*
235,413,-
399,230,-
-145,71,-
253,429,+
-309,484,/
119,15,**
-82,198,+
261,-406,*
-405,10,**
-453,-401,/
-491,14,**
-263,9,**
-244,439,/
-358,-68,/
-285,70,*
-478,-436,/
-204,-492,-
-36,45,-
226,473,*
-67,242,/
-122,400,-
-432,14,**
-231,5,**
-30,-195,/
357,-177,+
193,-249,/
-87,-346,/
-282,-91,-
-473,437,/
-316,9,**
286,7,**
299,-158,*
-167,13,^
-289,-286,-
398,363,+
-202,469,*
340,458,+
-191,-447,/
-29,-184,-
-206,18,-
-48,5,**
-249,-1,/
8,94,*
340,5,^
123,300,-
14,-71,-
-133,-189,-
-252,-151,-
312,-62,*
-208,465,/
-404,80,-
306,412,-
158,54,**
-265,10,**
-204,440,/
55,-88,+
-287,91,**
-428,5,^
311,268,/
-88,-246,*
257,241,-
-461,10,**
446,7,**
-208,11,/
120,9,^
-24,4,**
458,163,*
3,7,^
-79,26,*
255,-190,-
-136,3,**
414,-117,+
436,330,-
-295,4,^
-480,-399,/
487,404,+
303,10,**
-161,-311,*
-497,10,**
453,-188,-
-202,-124,/
348,-357,/
-214,400,-
-361,297,/
-448,497,+
451,14,**
-73,372,-
471,-443,/
-108,11,**
415,-258,/
344,-107,/
-296,316,*
33,143,-
-299,257,/
-118,4,**
323,-262,-
465,-84,-
-164,85,-
29,5,**
-110,474,*
-84,373,*
-169,496,/
387,206,+
387,-377,/
170,437,*
306,-339,-
-22,-49,-
-430,9,**
-402,-181,*
-385,-236,-
152,4,**
227,409,-
114,402,-
451,238,-
-431,12,**
-66,-330,+
-122,-134,*
-225,-271,-
499,12,**
152,145,*
484,12,**
232,64,**
136,9,^
376,8,**
-157,155,/
-137,306,/
436,12,**
113,-94,-
265,-40,/
-107,225,/
306,407,+
216,401,*
-34,13,**
-161,7,**
368,82,*
-108,-355,*
350,92,-
-329,298,-
-434,-267,-
484,126,*
-284,-448,-
261,-405,/
-203,176,-
-142,304,+
385,-5,*
90,-22,*
-278,-153,*
115,-42,/
148,441,+
-360,67,/
375,16,**
-103,15,**
57,-338,*
320,494,/
-95,439,*
159,213,-
425,281,/
-344,5,^
336,353,-
396,170,*
60,277,*
437,260,+
-126,6,**
59,-49,/
-458,90,/
96,15,**
-243,14,**
404,14,**
191,-380,-
-482,11,^
263,-384,/
-70,68,*
268,10,^
-241,-402,-
-340,9,**
-17,10,**
-280,4,^
41,175,/
-22,88,**
164,-82,*
335,304,/
258,292,/
-212,284,/
-468,-300,*
-171,-190,/
180,-484,/
140,-437,*
-381,69,**
-434,47,*
83,-297,/
-326,3,**
324,496,*
-350,-121,*
-494,6,^
-270,14,**
125,8,^
236,-291,-
312,-454,/
471,10,**
-494,-473,+
492,5,**
227,14,**
264,-498,*
-386,86,/
313,98,**
-463,178,-
94,-426,*
256,220,*
464,15,**
364,-31,*
-417,10,**
-406,-113,/
20,130,*
-347,-17,*
-216,-18,*
-46,20,**
-164,15,**
184,125,-
53,96,*
45,-435,*
-154,-136,/
148,-62,+
-431,194,/
-68,396,-
-136,-48,*
499,-38,/
323,-298,/
-465,4,^
381,-495,/
-234,13,^
-276,354,/
276,8,^
-99,-394,*
235,7,**
-328,67,**
-357,184,/
-243,10,**
348,-5,/
94,-222,*
161,87,-
-496,12,**
-147,-221,+
-260,9,^
383,-149,/
168,389,/
322,497,*
-229,479,*
-276,391,+
304,234,-
-131,322,-
-296,191,-
338,-371,/
445,445,/
199,221,/
-413,-425,*
-379,11,**
383,38,-
-431,190,*
-314,15,^
57,11,^
249,25,-
-453,6,*
-158,158,-
428,66,/
470,-224,-
453,358,-
-170,-480,/
-214,92,^
-149,-431,/
77,130,/
-479,13,^
-385,4,^
-116,433,/
18,71,*
-238,232,+
369,330,/
263,10,**
-380,56,**
-324,220,*
-182,-465,/
129,6,^
86,-475,-
262,-79,/
131,-273,-
-68,-255,-
64,-305,*
-364,-4,/
168,49,**
-451,-176,/
363,470,*
-281,-249,/
155,-408,/
111,-464,/
-477,80,^
-265,83,*
299,326,-
344,91,/
4,332,/
419,214,/
323,416,-
51,119,-
-257,9,^
357,-162,*
377,-5,/
-406,11,**
196,402,*
224,205,-
-98,297,*
-186,85,**
412,119,/
7,4,**
201,-346,/
-306,64,/
-184,-490,/
-172,-468,*
34,-390,-
379,4,^
-253,-155,-
-54,-143,-
-362,374,*
-268,-122,*
-39,-317,/
423,271,-
-335,-471,/
-455,-281,/
-421,15,**
-78,-275,*
193,-158,+
-129,-304,*
435,4,^
-144,91,**
407,320,/
-8,-280,-
301,194,/
-270,9,**
27,112,+
-104,174,*
-146,126,*
-274,218,*
-210,-109,/
24,-383,-
-471,5,**
-435,34,/
227,19,^
145,-145,*
323,-121,/
469,11,**
430,90,-
-126,-39,-
437,65,+
-101,497,*
313,-492,+
-363,326,*
-361,-295,*
251,59,*
-284,242,-
-486,448,*
276,138,+
-449,-290,-
245,25,/
177,424,/
-329,217,-
-47,9,**
-55,-261,*
70,-220,*
245,252,*
231,446,/
-324,14,^
-149,7,**
20,7,^
106,104,/
125,-277,-
-159,193,/
-418,7,**
-342,3,^
241,-496,/
-39,187,*
-254,-138,-
483,-307,-
-459,15,^
-95,-177,*
369,365,*
-14,-413,+
250,-3,-
-28,65,+
410,-318,-
361,7,**
-94,124,/
-168,165,*
99,32,*
38,-91,*
-130,325,*
-31,-66,/
-55,110,-
-390,265,-
-341,7,**
478,369,+
-268,-237,+
156,95,-
259,14,^
-451,-118,*
8,4,^
197,7,**
-302,6,^
-354,384,/
230,-308,-
-424,-398,*
-333,-210,*
-233,-12,*
163,-310,/
-55,-240,/
-234,5,**
317,-410,*
-441,-292,+
286,4,**
-489,230,/
304,143,+
45,320,/
-278,-459,+
-258,391,*
-437,10,**
-92,497,/
193,430,-
65,192,-
306,-143,*
398,77,**
417,468,/
125,407,/
-447,24,**
254,-122,+
429,-290,*
-205,-250,+
177,11,^
-106,-73,*
-68,-325,-
-413,13,**
-58,131,*
-178,487,+
-345,14,**
-63,-456,*
-146,9,^
477,12,**
-98,61,^
-402,152,/
155,85,^
-446,478,-
87,37,*
82,5,**
-478,-164,/
-492,14,**
466,-423,*
21,41,*
329,390,/
115,358,*
426,92,**
-419,81,+
100,-497,*
-483,9,**
-283,282,*
-168,-370,/
-99,16,**
-359,-202,-
-375,370,*
-354,11,**
-365,4,^
376,7,**
218,25,/
250,11,**
-307,92,+
478,54,+
-47,270,/
-397,-317,*
-283,406,/
-260,432,-
204,-319,-
435,255,*
-39,-169,-
327,9,^
-249,6,**
-323,9,^
-77,-30,/
147,260,*
-199,-257,*
29,-473,-
-474,105,*
-84,-331,*
170,348,+
-377,-462,/
-307,12,**
-125,7,**
400,-114,-
-364,-389,/
323,-81,*
-152,11,**
-114,273,*
50,-178,*
23,1,-
9,6,^
241,-417,/
337,4,**
244,428,*
-345,-450,/
-237,10,**
-374,-485,*
-70,162,/
152,373,*
1,1,^
439,225,+
-323,-207,-
224,341,+
-419,-45,/
-487,13,^
-241,93,**
137,240,*
446,6,**
-109,359,/
165,101,*
238,15,**
-227,-206,-
-454,-294,-
-471,86,*
436,-279,*
120,358,-
-498,-163,/
-260,-312,*
-273,15,**
-257,1,^
-180,6,**
273,42,^
-358,-482,+
144,4,^
-362,-155,*
-425,30,/
341,-379,/
24,-250,-
-61,-279,/
203,9,**
478,179,-
-211,434,*
-143,-365,+
-440,149,*
183,-402,*
-144,6,**
-13,4,**
118,-321,*
496,11,**
-98,11,**
-381,425,*
-58,14,**
-468,8,**
120,174,*
264,9,**
67,217,/
228,-346,/
244,243,/
-110,22,^
-283,-487,*
67,13,^
386,449,+
-120,187,*
-320,15,^
192,15,**
229,-232,/
197,4,**
-83,-174,*
-14,213,/
470,-164,+
135,-92,/
190,-125,*
416,-458,+
114,-41,-
-466,406,*
411,57,/
429,69,-
367,182,/
-366,5,**
43,-81,-
136,-497,-
-340,-368,/
-3,282,-
-36,-276,/
106,14,-
-412,-491,-
241,-212,/
-434,-433,/
315,5,**
23,-409,+
-490,405,*
-420,-50,/
29,4,^
-338,15,**
-209,143,*
80,60,+
-216,422,*
231,-319,*
321,-400,/
-259,-163,*
8,-391,-
261,93,*
-399,2,**
325,8,^
483,9,**
154,286,-
-43,-381,*
400,225,/
-31,-497,*
420,-238,*
415,-476,*
-67,11,^
250,12,**
-328,-387,/
-310,-67,-
262,12,**
75,15,^
308,9,**
-180,183,-
297,50,-
271,6,^
-286,285,*
195,-152,/
132,262,-
-228,480,-
299,12,**
-396,-359,*
39,-442,/
383,-247,*
451,84,**
-113,313,-
28,-143,+
-317,232,*
17,6,**
359,7,**
132,15,**
122,-371,*
1,9,**
-88,-81,/
197,480,-
14,14,**
66,40,+
-177,-484,-
-446,-441,-
315,10,**
134,108,*
36,366,+
373,-263,+
245,8,^
-442,-132,+
53,-15,/
-48,-411,*
-27,-268,*
188,8,**
-377,4,^
-376,-480,+
-55,313,/
-80,13,^
120,-249,/
329,471,-
161,320,-
149,7,**
425,-448,*
-328,7,^
-7,4,**
-189,218,-
-294,10,**
212,-115,/
91,9,**
-456,11,^
-411,15,^
164,-225,+
472,-385,+
296,13,**
388,135,+
331,21,/
479,469,*
-25,4,**
334,12,**
137,-449,+
59,95,-
121,-97,-
327,214,/
-69,40,-
250,287,/
223,-371,*
5,331,*
-231,427,-
-299,7,**
-306,280,-
88,12,^
-405,489,-
211,-316,-
410,-424,-
-211,-254,*
-125,169,-
-215,285,+
-85,419,-
100,-459,*
151,375,-
-336,-111,-
-89,11,^
355,228,-
-182,100,-
16,-354,/
-113,282,-
401,391,*
166,51,**
-54,-327,/
169,15,**
-70,-144,+
-301,18,^
-460,436,+
436,-436,/
-163,-332,/
-100,-212,/
414,69,/
170,9,^
-178,-194,*
240,-51,*
484,32,-
-35,177,*
475,15,**
168,-398,*
396,428,*
-163,-424,*
312,11,**
483,10,^
-285,-325,-
-228,12,**
-326,313,+
280,-12,/
-116,-225,*
305,22,^
319,-400,*
368,-344,/
-349,28,/
333,-208,*
-89,12,**
-8,255,*
339,412,*
260,14,**
363,49,*
318,-486,/
424,5,**
295,-325,*
50,-440,*
-71,-224,+
457,-231,+
429,343,*
-276,50,*
383,313,*
91,-182,-
-58,-186,/
-406,4,**
-250,100,**
-435,192,/
468,13,**
22,249,-
-183,-236,/
322,88,/
-329,-205,/
125,-298,+
-248,-480,-
-276,-39,/
356,-352,-
-164,5,^
374,315,+
213,-326,/
-172,24,^
103,-40,/
-329,364,-
-237,215,*
140,-28,+
-226,388,/
389,117,-
-266,195,-
-140,6,^
-24,5,**
-145,78,^
484,9,**
387,148,*
-167,100,-
104,-378,/
-448,-219,-
484,8,^
130,6,**
181,13,**
-236,12,**
-290,52,-
299,-125,+
194,397,/
-272,-44,*
440,12,^
-251,-320,-
-455,229,+
11,316,/
137,70,/
-361,-454,-
-266,305,+
77,-479,+
222,15,**
-73,-314,/
184,440,*
167,431,*
386,-411,/
-36,-423,-
32,195,*
-453,-436,-
-344,-22,-
196,398,*
-109,-355,/
-32,88,-
-418,24,-
-169,40,/
-87,57,**
38,-164,*
362,-209,-
436,6,**
283,207,/
-205,263,*
-71,-435,*
-488,410,/
86,-150,+
209,44,**
492,7,^
158,37,*
436,11,^
-244,428,/
366,463,*
17,16,^
372,4,**
-314,-337,-
349,250,/
-261,-142,+
323,51,**
-356,12,^
-273,-365,/
217,-360,-
-139,5,**
226,203,/
-221,5,**
478,77,/
450,114,-
395,10,**
20,290,/
390,12,**
-487,302,/
264,7,**
-448,326,-
354,14,**
90,256,*
417,8,**
209,-452,/
-217,71,+
-91,5,**
481,12,**
449,62,**
466,13,^
-272,-492,-
-177,-78,/
-117,181,*
82,8,**
350,276,*
260,46,*
-43,3,^
-6,-15,-
465,-71,*
374,12,**
-478,-20,/
-304,-50,/
-380,315,-
-361,-156,/
-123,-493,*
414,45,^
319,11,**
-493,113,-
-357,-57,+
453,228,*
-310,-450,-
-98,-386,*
-209,-347,*
72,1,-
156,-467,-
305,31,+
239,7,^
-53,113,-
77,7,*
28,-25,*
-236,120,/
-215,414,/
250,5,^
234,-118,+
458,-93,/
-434,90,/
-275,88,**
-281,9,^
207,14,**
-385,428,/
-313,5,**
-348,4,**
-378,68,**
-392,3,**
-55,425,-
-371,254,*
-241,-367,-
440,423,-
-37,-83,/
-447,7,^
-473,49,**
-410,260,-
-360,9,**
66,26,**
57,92,-
88,20,**
-77,91,-
362,245,/
456,-266,/
389,-191,/
311,8,^
215,-3,+
-439,492,+
468,10,**
84,178,/
314,-405,*
266,427,*
-452,-257,-
411,6,**
86,-339,/
272,-276,-
297,5,^
346,-212,*
-388,11,**
-398,9,^
152,55,*
-27,67,**
390,13,**
-87,255,*
72,379,-
86,-382,*
178,-174,*
-416,-36,*
462,-481,-
-239,-243,-
-379,-429,/
189,91,^
-126,14,**
471,110,/
447,7,^
-128,342,+
-49,13,**
299,98,^
417,8,^
-245,6,^
-221,-462,/
224,272,+
1,-496,/
186,78,/
-362,-422,-
164,-468,/
-477,-60,-
-315,28,*
415,46,^
465,-227,*
268,206,+
268,-448,+
163,-80,-
-167,-56,-
-400,360,/
-278,4,^
-331,127,*
-265,424,*
-1,95,*
-242,4,**
-426,393,*
-332,112,-
70,-64,/
406,313,/
84,-388,/
-324,-308,-
326,307,/
-113,11,^
-12,-312,+
-175,446,+
344,41,/
91,141,/
-473,233,*
-51,102,/
162,244,/
-320,-325,+
455,201,*
175,84,**
-454,14,**
272,-312,-
-153,409,*
-225,211,+
-44,362,/
-407,119,+
8,387,-
103,14,**
470,-55,+
-365,3,^
-239,427,/
455,228,-
32,-412,*
-128,452,*
434,13,**
67,-491,-
-452,142,*
-488,4,+
337,11,**
219,-429,+
-497,10,^
235,247,*
391,13,**
-58,-266,*
330,108,*
-476,293,+
374,15,^
286,241,/
74,11,^
123,231,*
266,-139,/
-283,15,**
182,-242,*
267,418,-
-441,160,*
88,9,**
-67,-106,+
-283,42,**
434,236,/
500,-52,/
-61,328,*
-167,-15,*
254,-101,+
163,4,^
-56,-131,*
-56,25,-
-429,-428,-
367,-267,+
-160,5,^
159,302,+
351,70,**
300,-148,-
393,-153,*
-162,-308,*
97,-350,/
-349,97,*
-402,12,^
216,10,^
-338,-450,-
306,-104,/
275,-359,*
-288,87,*
-354,-218,-
250,-170,-
261,-23,/
302,13,**
-23,-56,*
130,-326,-
235,-406,*
320,-360,-
116,-267,*
324,34,-
342,-102,/
-361,211,-
208,6,**
488,8,^
22,226,-
481,-431,-
-275,403,*
378,442,*
85,368,*
340,-99,-
-354,12,**
395,68,+
107,4,**
-326,-51,*
-49,14,^
422,-48,*
445,7,^
12,-64,-
-414,13,^
7,-374,-
227,-78,/
386,3,^
-328,403,/
-395,13,**
227,-249,/
-215,132,+
-126,-156,/
-351,-213,*
432,15,**
475,-88,-
284,-150,-
-389,373,-
67,-70,*
-418,279,*
-457,-443,*
35,77,/
411,495,/
117,11,^
-113,44,/
-62,333,*
-225,98,**
-349,338,/
-302,-46,/
58,376,/
478,-134,+
347,-291,*
469,-60,-
116,6,^
-409,83,**
216,253,*
-90,-402,*
429,-36,-
269,-49,+
121,128,*
409,-268,-
337,-253,*
-225,-373,*
-181,380,*
290,14,**
-173,-148,*
-428,-136,-
-110,174,*
-97,42,**
-95,347,-
-180,99,*
-422,297,-
160,15,^
-315,446,-
168,4,**
394,13,**
423,-66,/
-485,-171,-
10,277,/
-375,100,/
329,200,/
-392,-87,+
-192,-54,+
-284,119,*
-192,7,^
30,14,^
-478,443,*
159,242,-
401,-364,*
496,375,-
104,68,*
468,154,*
244,177,/
-71,10,**
70,14,^
-221,39,**
95,359,-
211,9,**
86,13,^
471,5,^
166,7,**
-93,379,-
295,174,/
-484,5,^
-157,8,**
-10,7,^
18,10,^
21,-192,*
-370,161,/
-202,335,-
-202,54,**
498,251,*
-386,8,**
367,15,^
-448,-351,-
456,359,*
361,109,-
-40,311,*
438,143,-
401,-497,+
167,159,+
314,22,+
-4,11,^
-369,13,^
-488,12,^
-39,5,**
-478,-413,/
407,405,/
283,94,-
372,14,^
160,-47,*
-79,-319,/
443,-327,*
138,11,^
-474,14,**
-342,149,*
329,-65,*
473,-177,-
17,413,/
-473,-170,/
-200,-355,-
-246,4,**
-460,168,-
147,14,^
456,12,**
98,500,/
-230,-329,/
-240,-4,-
-493,-404,-
-344,10,**
-483,12,**
-396,8,**
403,308,/
-214,282,*
391,-330,-
140,450,-
-153,13,^
-476,483,*
334,-490,/
312,13,**
-266,487,/
-340,29,**
-341,474,/
-210,251,*
67,-16,+
-495,-167,+
434,6,**
56,-233,/
235,361,/
347,15,**
-108,-393,*
86,224,/
216,-180,*
72,15,^
219,14,^
57,-330,-
307,-204,/
-377,13,**
-372,7,**
241,-54,/
-123,418,*
243,-27,-
-285,-329,/
-155,13,^
-326,104,-
170,48,**
-59,-434,+
-284,-483,/
-280,14,**
169,4,**
-143,-175,-
-352,5,**
419,-311,-
203,370,-
79,66,**
425,-92,+
-467,-403,-
-346,-90,+
452,356,-
61,232,-
413,437,/
111,142,-
219,-146,*
-299,48,-
47,14,**
-336,113,+
315,-463,*
-481,12,^
98,120,/
-125,-54,/
117,4,**
15,9,**
3,404,/
-135,3,**
-77,172,+
-454,453,+
-226,9,**
-145,175,-
-462,361,/
-194,15,^
-19,186,*
-219,29,*
-386,12,^
246,9,**
-17,10,**
124,-167,/
-493,52,**
-9,28,^
-402,97,*
223,-23,/
-213,497,/
169,-43,/
41,418,*
347,17,-
-251,14,**
-222,-134,-
300,-492,*
352,-68,/
51,256,-
-124,-93,-
317,-254,*
-152,4,^
-49,-29,*
-390,-357,*
-26,162,/
31,384,+
359,-499,*
283,-3,-
115,14,**
433,4,**
-165,376,+
-333,-142,-
-225,35,-
147,56,**
391,4,**
287,124,*
173,237,/
-334,6,**
453,-372,*
-44,125,*
-388,311,/
-487,10,**
-111,-454,+
388,15,**
202,-112,*
422,72,-
-264,15,**
316,364,/
-247,10,**
195,14,+
372,7,**
-463,10,**
27,77,-
-94,310,*
412,-370,*
-10,249,*
302,-369,/
372,10,^
86,-381,/
-180,110,*
367,322,*
362,15,^
472,4,^
190,-135,-
324,13,^
-292,-117,-
-164,-419,/
-364,64,*
250,8,^
-83,332,/
-82,-452,+
-213,320,*
486,212,+
71,211,+
412,497,/
37,3,^
-22,177,+
-493,-224,/
319,150,*
-84,-230,/
487,41,/
-119,-42,*
23,-224,/
445,13,^
-185,-493,-
-283,-156,+
-481,90,^
452,10,**
-431,92,-
136,94,**
-96,11,^
-452,229,-
380,10,^
-180,229,*
-456,-269,+
-223,457,*
175,28,**
385,10,**
-430,-311,*
429,-498,-
-153,9,**
194,-177,+
470,-344,-
172,-348,-
-364,-49,+
343,150,+
-21,8,^
-397,-245,*
261,96,-
446,143,*
237,10,^
271,139,*
-2,-413,/
83,56,**
303,391,+
-386,341,/
430,-479,*
-23,381,-
-156,196,/
264,-434,-
433,11,**
-128,-163,+
184,-472,/
-72,13,**
-22,6,**
127,292,-
35,3,**
88,11,**
-474,-380,-
-126,-115,-
-213,-218,/
240,-183,-
-139,-315,-
31,-465,-
-477,419,-
-422,45,^
-457,-135,-
354,-42,*
-437,-107,-
446,146,+
195,44,^
486,-491,*
380,175,*
-295,75,+
-249,400,/
-280,175,+
-105,93,-
-492,447,+
-238,154,/
493,10,^
-140,6,**
-276,-204,-
285,74,**
-367,75,^
-81,-492,*
453,490,*
-155,-12,*
244,407,+
-304,493,*
-176,296,/
-2,-283,+
383,-272,*
282,57,^
-256,7,**
441,-342,/
-369,220,+
-259,354,/
-181,4,^
-5,15,**
71,170,/
444,85,**
-75,-215,*
191,-259,*
-229,15,**
19,-489,/
-42,15,^
172,397,-
-234,370,/
-109,-391,-
-375,8,**
-340,14,**
495,6,**
-256,90,^
4,300,-
252,-43,/
-150,372,+
-87,16,^
18,401,*
-145,228,*
451,14,^
494,14,**
-255,13,**
-175,-329,+
117,410,/
-264,7,**
-326,11,^
-251,246,/
342,-205,/
103,359,/
-388,-284,+
-58,393,*
-382,13,**
153,267,/
318,34,**
5,449,-
291,6,**
258,5,**
-377,183,/
-159,-9,*
-362,87,**
-278,-105,+
322,145,-
207,14,**
-422,-120,/
-496,386,/
254,55,*
222,-110,-
229,11,**
